"","Data.as.of","Start.week","End.Week","State","Sex","Age.group","COVID.19.Deaths","Total.Deaths","Pneumonia.Deaths","Pneumonia.and.COVID.19.Deaths","Influenza.Deaths","Pneumonia..Influenza..or.COVID.19.Deaths","Footnote"
"1265","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","25-34 years",NA,503,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1266","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","35-44 years",18,692,17,NA,NA,32,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1267","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","45-54 years",58,1246,52,26,NA,88,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1268","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","55-64 years",143,2753,170,68,NA,254,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1269","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","65-74 years",234,3881,264,93,19,424,""
"1270","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","75-84 years",306,4492,358,120,10,553,""
"1271","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","85 years and over",271,3891,292,85,12,489,""
"1272","07/22/2020","02/01/2020","07/11/2020","Virginia","Male","All ages",1035,17867,1164,402,61,1856,""
"1273","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","Under 1 year",0,101,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1274","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","1-4 years",0,16,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1275","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","5-14 years",0,20,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1276","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","15-24 years",0,75,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1277","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","25-34 years",NA,219,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1278","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","35-44 years",14,357,15,NA,NA,25,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1279","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","45-54 years",28,734,37,NA,NA,60,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1280","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","55-64 years",77,1804,124,35,11,177,""
"1281","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","65-74 years",170,2897,198,66,NA,306,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1282","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","75-84 years",270,4290,251,80,12,453,""
"1283","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","85 years and over",473,6480,367,104,15,751,""
"1284","07/22/2020","02/01/2020","07/11/2020","Virginia","Female","All ages",1033,16993,1000,299,50,1784,""
"1285","07/22/2020","02/01/2020","07/11/2020","Virginia","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1286","07/22/2020","02/01/2020","07/11/2020","Virginia Total","All","All Ages",2068,34862,2164,701,111,3640,""
"1287","07/22/2020","02/01/2020","07/11/2020","Washington","Male","Under 1 year",0,80,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1288","07/22/2020","02/01/2020","07/11/2020","Washington","Male","1-4 years",0,18,0,0,0,0,""
"1289","07/22/2020","02/01/2020","07/11/2020","Washington","Male","5-14 years",0,27,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1290","07/22/2020","02/01/2020","07/11/2020","Washington","Male","15-24 years",NA,229,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1291","07/22/2020","02/01/2020","07/11/2020","Washington","Male","25-34 years",NA,392,14,NA,NA,17,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1292","07/22/2020","02/01/2020","07/11/2020","Washington","Male","35-44 years",15,524,16,NA,NA,28,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1293","07/22/2020","02/01/2020","07/11/2020","Washington","Male","45-54 years",32,925,48,16,NA,69,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1294","07/22/2020","02/01/2020","07/11/2020","Washington","Male","55-64 years",81,2020,157,50,12,199,""
"1295","07/22/2020","02/01/2020","07/11/2020","Washington","Male","65-74 years",139,3217,285,70,21,375,""
"1296","07/22/2020","02/01/2020","07/11/2020","Washington","Male","75-84 years",187,3485,313,106,10,404,""
"1297","07/22/2020","02/01/2020","07/11/2020","Washington","Male","85 years and over",207,3373,309,119,NA,406,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1298","07/22/2020","02/01/2020","07/11/2020","Washington","Male","All ages",668,14290,1149,370,62,1507,""
"1299","07/22/2020","02/01/2020","07/11/2020","Washington","Female","Under 1 year",0,70,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1300","07/22/2020","02/01/2020","07/11/2020","Washington","Female","1-4 years",0,11,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1301","07/22/2020","02/01/2020","07/11/2020","Washington","Female","5-14 years",0,18,0,0,0,0,""
"1302","07/22/2020","02/01/2020","07/11/2020","Washington","Female","15-24 years",0,67,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1303","07/22/2020","02/01/2020","07/11/2020","Washington","Female","25-34 years",0,151,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1304","07/22/2020","02/01/2020","07/11/2020","Washington","Female","35-44 years",NA,270,NA,NA,NA,15,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1305","07/22/2020","02/01/2020","07/11/2020","Washington","Female","45-54 years",16,583,33,NA,NA,44,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1306","07/22/2020","02/01/2020","07/11/2020","Washington","Female","55-64 years",42,1307,107,21,NA,135,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1307","07/22/2020","02/01/2020","07/11/2020","Washington","Female","65-74 years",103,2327,188,58,NA,242,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1308","07/22/2020","02/01/2020","07/11/2020","Washington","Female","75-84 years",152,3092,251,87,17,331,""
"1309","07/22/2020","02/01/2020","07/11/2020","Washington","Female","85 years and over",249,5149,369,109,NA,517,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1310","07/22/2020","02/01/2020","07/11/2020","Washington","Female","All ages",567,13045,965,285,49,1293,""
"1311","07/22/2020","02/01/2020","07/11/2020","Washington","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1312","07/22/2020","02/01/2020","07/11/2020","Washington Total","All","All Ages",1235,27336,2114,655,111,2800,""
"1313","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","Under 1 year",0,23,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1314","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1315","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","5-14 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1316","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","15-24 years",0,46,0,0,0,0,""
"1317","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","25-34 years",NA,128,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1318","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","35-44 years",0,226,10,0,NA,11,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1319","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","45-54 years",NA,347,NA,0,NA,17,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1320","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","55-64 years",NA,738,51,NA,NA,59,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1321","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","65-74 years",18,1171,95,10,NA,110,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1322","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","75-84 years",14,1230,107,NA,NA,124,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1323","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","85 years and over",13,808,65,NA,NA,78,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1324","07/22/2020","02/01/2020","07/11/2020","West Virginia","Male","All ages",53,4729,341,21,31,404,""
"1325","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","Under 1 year",0,12,0,0,0,0,""
"1326","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","1-4 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1327","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","5-14 years",0,NA,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1328","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","15-24 years",0,12,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1329","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","25-34 years",NA,62,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1330","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","35-44 years",0,103,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1331","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","45-54 years",0,204,18,0,NA,19,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1332","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","55-64 years",NA,457,42,0,NA,48,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1333","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","65-74 years",10,746,57,NA,NA,72,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1334","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","75-84 years",13,1052,71,NA,NA,83,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1335","07/22/2020","02/01/2020","07/11/2020","West Virginia","Female","85 years and over",25,1300,95,NA,NA,120,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
